,Rookie Year,Name,rpts,rrebs,rasts,rstls,rblks,rtos,rmin,rgamp,rgams,rfg%,rft%,r3fg%,rWS/48,rBPM,rPER,rTS%,rVORP,pts,rebs,asts,stls,blks,tos,fg%,ft%,3fg%,WS/48,BPM,PER,TS%,VORP,2kRank
76,2012,Lance Thomas,9.485714286,7.2,0.685714286,0.571428571,0.4,1.371428571,630,42,10,0.452380952,0.838709677,0,0.088,-3.6,10.1,0.541,-0.3,11.42307692,4.153846154,1.696153846,0.9,0.276923077,1.973076923,0.433544304,0.742424242,0.333333333,-0.022,-5.7,8.6,0.478,-1,74
77,2012,Klay Thompson,18.49253731,3.604477612,2.97761194,1.097014925,0.447761194,2.305970149,1608,66,29,0.442896936,0.868131868,0.414179105,0.05,-1.9,14.9,0.545,0.1,24.45947047,3.621995927,3.255397149,1.275763747,0.879837067,2.184928717,0.46343341,0.87890625,0.43853211,0.172,2.7,20.8,0.591,2.9,90
78,2012,Tristan Thompson,12.48876404,9.834269663,0.68258427,0.68258427,1.56741573,2.047752809,1424,60,25,0.438914027,0.552083333,0,0.038,-4.2,13.3,0.469,-0.8,11.37101185,10.78030994,0.639927074,0.557885141,1.000911577,1.36189608,0.547131148,0.641129032,0,0.148,-0.6,15.6,0.58,0.8,78
79,2012,Nikola Vučević,12.54679803,10.90640394,1.374384236,0.886699507,1.507389163,1.463054187,812,51,15,0.450171821,0.529411765,0.375,0.109,-2.1,14.3,0.462,0,20.32740214,11.53024911,2.09252669,0.768683274,0.768683274,2.106761566,0.523217247,0.752293578,0.333333333,0.133,0.5,21.5,0.548,1.6,82
80,2012,Kemba Walker,16.05133929,4.700892857,5.805803571,1.205357143,0.401785714,2.390625,1792,66,25,0.366362451,0.788732394,0.305309735,0.009,-1.2,14.9,0.464,0.3,18.26333176,3.737612081,5.402548372,1.512033978,0.526663521,1.698914582,0.385321101,0.826855124,0.303571429,0.101,2.2,17.6,0.486,2.3,84
81,2012,Derrick Williams,14.80112835,7.895627645,0.964739069,0.761636107,0.787023977,1.954866008,1418,66,15,0.411646586,0.697435897,0.268115942,0.059,-3.1,12.9,0.499,-0.4,15.19288646,4.974008208,1.23119015,0.837209302,0.098495212,1.378932969,0.44742268,0.683673469,0.314102564,0.069,-3.2,12.8,0.54,-0.5,74
82,2013,Harrison Barnes,13.0845481,5.825072886,1.714285714,0.909620991,0.244897959,1.766763848,2058,81,81,0.439490446,0.757894737,0.35862069,0.065,-2.4,11,0.526,-0.2,13.64544564,5.729676787,2.062683643,0.722820764,0.176297747,1.00489716,0.466034755,0.76119403,0.38317757,0.116,-0.2,12.3,0.559,0.9,80
83,2013,Will Barton,11.87919463,5.838926174,2.33557047,1.369127517,0.362416107,2.416107383,894,73,5,0.381877023,0.769230769,0.138461539,-0.028,-5.7,9.1,0.437,-0.8,18.02294943,7.282617935,3.105822354,1.086272843,0.596685083,2.126646834,0.432349949,0.805970149,0.344615385,0.088,-0.1,16,0.535,1.1,77
84,2013,Kent Bazemore,16.58426966,2.966292135,2.966292135,2.292134831,0.539325843,2.426966292,267,61,0,0.370689655,0.613636364,0.294117647,0.014,-4.9,11.3,0.454,-0.2,15.07057129,6.550168027,2.955352856,1.693710994,0.656745079,2.385021603,0.44137931,0.814569536,0.357377049,0.094,0.3,13.4,0.551,1.2,74
85,2013,Bradley Beal,16.09169054,4.353008596,2.826361032,1.031518625,0.598280802,1.856733524,1745,56,46,0.410480349,0.786163522,0.38559322,0.082,-0.1,13.6,0.515,0.9,20.19203747,3.962529274,3.414519906,1.138173302,0.231850117,2.360655738,0.44931164,0.767045455,0.387453875,0.076,-0.6,15.5,0.547,0.6,87
86,2013,Patrick Beverley,11.51192146,5.503506311,5.90743338,1.868162693,1.060308555,2.221598878,713,41,0,0.417989418,0.829268293,0.375,0.148,3.4,15.4,0.551,1,12.34688878,4.409603136,4.215580598,1.658010779,0.458598726,1.605095541,0.434343434,0.681818182,0.4,0.102,1.1,13,0.553,1.6,78
87,2013,Jae Crowder,10.43015521,4.975609756,2.501108647,1.676274945,0.45232816,1.303769401,1353,78,16,0.384196185,0.643835616,0.328125,0.055,-0.5,10.2,0.491,0.5,16.19064125,5.818024263,2.105719237,1.965337955,0.54592721,1.294627383,0.442804428,0.820083682,0.336088154,0.152,2.8,15.8,0.565,2.8,80
88,2013,Anthony Davis,16.90790899,10.17984832,1.228602384,1.462621885,2.184182015,1.735644637,1846,64,60,0.516272189,0.751111111,0,0.159,2.3,21.7,0.559,2,24.63770795,10.43068392,1.929759704,1.297597043,2.07948244,2.012939002,0.492957747,0.758139535,0.324074074,0.16,2.2,25,0.559,2.3,94
89,2013,Andre Drummond,13.78600161,13.23572003,0.868865648,1.708769107,2.751407884,1.65084473,1243,60,10,0.608187135,0.371069182,0.5,0.172,2.4,21.6,0.578,1.4,17.74343586,16.17704426,0.904726182,1.606901725,1.512378095,2.093023256,0.520754717,0.354948806,0.333333333,0.133,-0.5,21.2,0.499,1,85
90,2013,Festus Ezeli,6.139285714,10.06071429,0.707142857,0.739285714,2.378571429,2.025,1120,78,41,0.437869823,0.530864198,0,0.066,-1.4,9.3,0.467,0.2,14.96103896,12.01558442,1.496103896,0.841558442,2.337662338,1.776623377,0.548245614,0.53030303,0,0.171,-0.1,17.7,0.559,0.4,76
91,2013,Evan Fournier,16.99065421,2.943925234,3.700934579,1.598130841,0.08411215,2.691588785,428,38,4,0.493421053,0.769230769,0.407407407,0.115,-0.9,13.8,0.597,0.1,17.01792673,3.156664069,2.988308652,1.346843336,0.028059236,1.865939205,0.461786868,0.836134454,0.4,0.106,0.7,14.6,0.587,1.7,78
92,2013,Draymond Green,7.702167766,8.821866164,1.798303487,1.425070688,0.848256362,1.730442978,1061,79,1,0.326848249,0.818181818,0.208955224,0.028,-3.1,7.1,0.404,-0.3,14.5,9.858974359,7.666666667,1.525641026,1.448717949,3.320512821,0.48962149,0.696048632,0.387596899,0.19,5.8,19.3,0.587,5.5,86
93,2013,Maurice Harkless,11.39817629,6.109422492,0.911854103,1.604863222,1.130699088,1.258358663,1974,76,59,0.460992908,0.5703125,0.273504274,0.059,-1,12.5,0.504,0.5,12.30473576,6.918325326,1.655456417,1.210706932,0.864790666,1.531914894,0.474452555,0.621621622,0.278571429,0.096,-0.2,13.3,0.541,0.7,67
94,2013,John Henson,16.54171705,12.9286578,1.349455865,0.827085853,1.828295042,2.045949214,827,63,9,0.482142857,0.533333333,0,0.109,-2.9,18.2,0.497,-0.2,14.8875,8.2875,2.025,0.675,4.0875,2.4,0.563573883,0.58974359,0,0.117,1.6,18.6,0.58,0.9,75
95,2013,Chris Johnson,14.83098592,7.605633803,1.014084507,0.887323944,3.549295775,1.647887324,284,30,0,0.64,0.617647059,0,0.176,1.9,18.4,0.65,0.3,8.611435239,5.544924154,1.890315053,1.344224037,0.840140023,1.680280047,0.371134021,0.80952381,0.272727273,0.059,-1.4,8.2,0.482,0.1,65
96,2013,Meyers Leonard,11.25373134,7.611940299,0.985074627,0.328358209,1.134328358,1.462686567,1206,69,9,0.545126354,0.808988764,0.428571429,0.097,-2.6,12.1,0.596,-0.2,13.80045011,8.48012003,2.484621155,0.216054014,0.48612153,2.07951988,0.448275862,0.760869565,0.377192983,0.078,-1.5,11.3,0.561,0.2,71
97,2013,Damian Lillard,17.75560467,2.921376697,6.035996211,0.841174613,0.215977266,2.762235554,3167,82,82,0.429347826,0.84423676,0.367793241,0.088,0.3,16.4,0.546,1.9,25.27802691,4.062780269,6.887892377,0.874439462,0.376681614,3.255605381,0.4192673,0.892241379,0.375409836,0.165,3.7,22.2,0.56,3.8,90
98,2013,Kendall Marshall,7.333333333,2.153846154,7.333333333,1.128205128,0.205128205,2.923076923,702,48,3,0.370860927,0.571428571,0.315068493,-0.012,-7.3,7.8,0.455,-0.9,9.99,2.52,6.57,1.44,0.18,3.87,0.36440678,0.692307692,0.326530612,-0.064,-8.8,6.7,0.449,-0.7,68
99,2013,Donatas Motiejūnas,16.72862454,6.223048327,2.074349442,0.468401487,0.669144981,2.475836431,538,44,14,0.455399061,0.62745098,0.289156627,0.061,-2.9,12.2,0.531,-0.1,15.13711152,7.173674589,2.698354662,1.118829982,0.329067642,2.895795247,0.43902439,0.641509434,0.280701754,0.026,-4.3,11.3,0.504,-0.3,74
100,2013,Andrew Nicholson,16.91913531,7.436349079,1.268214572,0.691753403,0.92233787,2.277021617,1249,75,28,0.526748971,0.79787234,0,0.065,-4.4,15.1,0.557,-0.8,16.79708384,8.792223572,1.093560146,0.437424058,0.962332928,1.793438639,0.470967742,0.784615385,0.359649123,0.092,-3.7,14.8,0.567,-0.4,69
101,2013,Kyle O'Quinn,13.09090909,11.79310345,2.934169279,0.620689655,1.467084639,2.087774295,638,57,5,0.512690355,0.666666667,0,0.107,-0.9,15.8,0.535,0.2,14.56020942,11.78010471,3.392670157,0.942408377,2.308900524,2.87434555,0.47601476,0.766666667,0.227272727,0.103,0.7,17.5,0.52,0.5,76
102,2013,Pablo Prigioni,7.83847981,4.076009501,6.726840855,1.966745843,0.057007126,2.451306413,1263,78,18,0.454545455,0.88,0.395522388,0.123,0.6,13,0.595,0.8,6.342648846,4.986634265,5.686512758,2.318347509,0.043742406,2.143377886,0.37414966,0.875,0.294736842,0.087,0.4,10.2,0.482,0.5,71
103,2013,Austin Rivers,9.57122708,2.767277856,3.22425952,0.660084626,0.228490832,1.878702398,1418,61,26,0.371794872,0.546296296,0.325581395,-0.038,-5.6,5.9,0.431,-1.3,14.58196721,3.196721311,2.43442623,1.180327869,0.221311475,1.5,0.437984496,0.681034483,0.335135135,0.063,-2.2,11.1,0.523,-0.1,76
104,2013,Brian Roberts,15.09063444,2.637462236,5.954682779,1.006042296,0.081570997,1.930513595,1324,78,5,0.416829746,0.909090909,0.385620915,0.078,-2.5,14.6,0.509,-0.2,15.67567568,3.135135135,4.108108108,0.756756757,0.108108108,1.72972973,0.443478261,0.918918919,0.333333333,0.108,-3.8,13.9,0.552,-0.2,72
105,2013,Thomas Robinson,10.99134734,10.5908529,1.60197775,1.112484549,0.934487021,2.892459827,809,51,0,0.423868313,0.577464789,0,-0.01,-4.8,10.6,0.45,-0.6,12.0523446,14.09378408,1.805888768,1.531079607,1.413304253,2.708833152,0.446735395,0.431192661,0,0.033,-2.9,14.5,0.453,-0.2,73
106,2013,Terrence Ross,13.56900726,4.18401937,1.539951574,1.249394673,0.406779661,1.394673123,1239,73,2,0.407002188,0.714285714,0.331632653,0.034,-2.9,10.4,0.491,-0.3,14.83686319,3.812249571,1.153978248,1.11276474,0.515168861,0.947910704,0.431309904,0.790322581,0.386430679,0.1,-0.2,12.9,0.551,0.8,76
107,2013,Mike Scott,17.5212766,10.53191489,1.14893617,0.382978723,0.191489362,2.010638298,376,40,1,0.476190476,0.767857143,0,0.11,-6.4,16.3,0.533,-0.4,14.57591623,6.471204188,2.45026178,0.785340314,0.534031414,1.319371728,0.468085106,0.793650794,0.392405063,0.132,-0.6,14,0.575,0.4,72
108,2013,Kyle Singler,11.3039686,5.180985608,1.208896642,0.894897514,0.580898386,1.538595726,2293,82,74,0.42834891,0.806451613,0.35,0.048,-1.9,10,0.517,0.1,8.511770727,5.195496418,0.884339816,1.10542477,0.331627431,1.179119754,0.389140272,0.659090909,0.309278351,0.054,-2.5,6.6,0.481,-0.1,68
109,2013,Jared Sullinger,10.89686099,10.65470852,1.412556054,0.887892377,0.887892377,1.170403587,892,45,5,0.493333333,0.746031746,0.2,0.146,-0.6,13.5,0.534,0.3,15.67832898,12.65169713,3.5154047,1.409921671,0.883550914,1.917493473,0.435483871,0.639751553,0.281553398,0.121,1.1,16.7,0.476,1.5,77
110,2013,Mirza Teletović,13.56312625,6.853707415,1.659318637,0.937875752,0.577154309,1.442885772,499,53,0,0.383783784,0.818181818,0.342592593,0.087,-1.1,12.3,0.495,0.1,20.60498221,6.448398577,1.900355872,0.683274021,0.448398577,1.793594306,0.427284427,0.774193548,0.393478261,0.109,-0.5,16.2,0.571,0.7,71
111,2013,Jonas Valančiūnas,13.45748988,9.036437247,1.093117409,0.412955466,1.894736842,2.28340081,1482,62,57,0.557377049,0.789189189,0,0.127,-0.5,15.6,0.619,0.6,17.75722543,12.64739884,0.971098266,0.578034682,1.849710983,1.965317919,0.565298508,0.76056338,0,0.211,1.1,22.6,0.61,1.2,81
112,2013,Dion Waiters,18.32801822,3.054669704,3.751708428,1.209567198,0.328018223,2.480637813,1756,61,48,0.412269939,0.746478873,0.310344828,0.026,-3.2,13.7,0.492,-0.5,12.7472119,3.379182156,2.576208178,1.355018587,0.250929368,2.007434944,0.399433428,0.713375796,0.358333333,0.046,-2.1,9.4,0.492,-0.1,79
113,2013,Tyler Zeller,10.80177078,7.756025578,1.699950812,0.619773733,1.239547467,1.682242991,2033,77,55,0.438282648,0.76433121,0,0.048,-2.3,11,0.486,-0.1,18.45633803,9.025352113,1.470422535,0.507042254,1.115492958,2.332394366,0.475862069,0.814814815,0,0.114,-4.4,15.4,0.539,-0.4,77
114,2014,Steven Adams,7.969924812,9.984962406,1.293233083,1.203007519,1.714285714,2.135338346,1197,81,20,0.502702703,0.580882353,0,0.114,0.3,11.2,0.541,0.7,13.63750523,9.237337798,1.295939724,1.341146923,1.175387191,2.200083717,0.570992366,0.610894942,0,0.13,0.6,16.5,0.589,1.5,83
115,2014,Giannis Antetokounmpo,9.963099631,6.433315762,2.846599895,1.138639958,1.15761729,2.315234581,1897,77,23,0.413875598,0.683168317,0.347457627,0.031,-1.8,10.8,0.518,0.1,23.18172232,8.857644991,5.491739895,1.657644991,1.910720562,2.960984183,0.521048451,0.769607843,0.272222222,0.21,7.6,26.1,0.599,6.9,95
116,2014,Reggie Bullock,10.48101266,4.921518987,1.093670886,0.820253165,0.091139241,1.184810127,395,43,0,0.355371901,0.777777778,0.301369863,0.019,-4.7,6.7,0.46,-0.3,10.86937901,4.933618844,2.235546039,1.3875803,0.231263383,0.770877944,0.421875,0.714285714,0.383561644,0.101,0.1,11.7,0.538,0.2,73
117,2014,Trey Burke,14.24403183,3.310344828,6.302387268,0.668435013,0.095490716,2.084880637,2262,70,68,0.380156076,0.902654867,0.330357143,0.02,-2.5,12.6,0.473,-0.3,14.59459459,2.406827881,5.120910384,0.563300142,0.256045519,2.458036984,0.454901961,0.75862069,0.442857143,0.036,-5.7,10.8,0.532,-0.7,75
118,2014,Kentavious Caldwell-Pope,10.68856601,3.547694251,1.25078964,1.705622236,0.272899558,0.636765635,1583,80,41,0.395652174,0.770491803,0.318918919,0.055,-2.1,9.4,0.483,0,14.90391459,3.53024911,2.747330961,1.266903915,0.170818505,1.224199288,0.398706897,0.832432432,0.350114417,0.086,0.9,12.8,0.519,1.8,77
119,2014,Michael Carter-Williams,17.4034797,6.516984258,6.576636288,1.938690969,0.641259321,3.683512842,2414,70,70,0.40512334,0.702997275,0.264423077,0.026,-0.2,15.5,0.48,1.1,12.63829787,6.510638298,4.808510638,1.617021277,0.978723404,2.808510638,0.366013072,0.753246753,0.234375,0.013,-2.4,9.9,0.437,-0.1,70
120,2014,Matthew Dellavedova,9.601888277,3.483870968,5.296616837,0.934697089,0.141620771,1.699449253,1271,72,4,0.412162162,0.791666667,0.367741936,0.078,-2.1,10.7,0.534,0,10.4592145,2.664652568,6.471299094,0.960725076,0,2.410876133,0.389513109,0.854166667,0.367441861,0.029,-4.7,9.4,0.501,-1.4,73
121,2014,Gorgui Dieng,12.58679707,13.20293399,1.716381418,1.320293399,2.200488998,2.376528117,818,60,15,0.497797357,0.634408602,1,0.129,0.7,16.5,0.534,0.5,11.07274783,8.779494911,2.143987938,1.194119864,1.289106672,1.451941199,0.502269289,0.814371258,0.372093023,0.103,1.8,14.2,0.555,2.5,75
122,2014,Rudy Gobert,8.626728111,12.85714286,0.580645161,0.66359447,3.400921659,2.65437788,434,45,0,0.486486487,0.492307692,0,0.045,-4.3,12.9,0.507,-0.3,14.91690962,13.5787172,1.272594752,0.642857143,2.807580175,1.928571429,0.6608,0.653361345,0,0.25,5.8,23.3,0.681,5.4,86
123,2014,Tim Hardaway,15.8208,2.3232,1.2672,0.8448,0.1344,0.9024,1875,81,1,0.427947598,0.828125,0.363128492,0.08,-2.3,12.7,0.554,-0.1,19.10306407,3.743732591,3.04178273,0.919220056,0.250696379,1.771587744,0.45504386,0.76635514,0.357314149,0.107,-0.3,15.2,0.568,0.9,79
124,2014,Alex Len,8.552486188,9.845303867,0.397790055,0.397790055,1.790055249,2.585635359,362,42,3,0.423076923,0.64516129,0,0.024,-5.9,7.3,0.469,-0.4,14.14615385,11.76923077,1.015384615,0.876923077,2.261538462,2.353846154,0.496760259,0.721153846,0.25,0.091,-1.7,15,0.553,0.1,79
125,2014,CJ McCollum,15.20168067,3.630252101,2.042016807,1.058823529,0.151260504,2.647058824,476,38,0,0.415730337,0.676470588,0.375,0.019,-4.1,9,0.521,-0.3,23.65236052,3.721030043,3.669527897,0.927038627,0.540772532,2.214592275,0.480222068,0.911564626,0.421412301,0.131,1,19.9,0.585,2.1,85
126,2014,Ben McLemore,11.85185185,3.868312757,1.349794239,0.740740741,0.296296296,1.580246914,2187,82,55,0.375552283,0.804195804,0.31986532,0.016,-3.2,7.7,0.485,-0.6,15.15306122,3.948979592,1.56122449,0.887755102,0.183673469,1.897959184,0.429594272,0.752688172,0.382352941,0.015,-4.9,9.8,0.538,-0.9,72
127,2014,Shabazz Muhammad,17.75172414,6.579310345,0.744827586,0.993103448,0.124137931,1.986206897,290,37,0,0.459677419,0.65,0.272727273,0.053,-6.2,13.1,0.505,-0.3,18.33245383,5.224274406,0.831134565,0.522427441,0.142480211,1.329815303,0.481605351,0.773684211,0.337931035,0.086,-4.4,14.9,0.566,-0.9,73
128,2014,Victor Oladipo,16.00965018,4.762364294,4.733413752,1.867310012,0.535585042,3.705669481,2487,80,44,0.418803419,0.779874214,0.327433628,0.026,-0.8,13.6,0.514,0.7,17.28712871,4.714671467,2.851485149,1.263726373,0.340234023,1.927992799,0.442060086,0.753246753,0.360795455,0.085,-1.3,13.6,0.534,0.4,88
129,2014,Kelly Olynyk,15.60857143,9.385714286,2.802857143,0.9,0.694285714,2.725714286,1400,70,9,0.466135458,0.81147541,0.350877193,0.101,0.5,15.2,0.546,0.9,15.86996099,8.44993498,3.464239272,1.006501951,0.678803641,2.247074122,0.511811024,0.731707317,0.354166667,0.127,0.7,15.3,0.603,1,77
130,2014,Mason Plumlee,14.68235294,8.696470588,1.694117647,1.383529412,1.552941176,2.174117647,1275,70,22,0.658940397,0.625641026,0,0.176,2.4,19,0.67,1.4,14.176781,10.2585752,5.081794195,1.187335092,1.496042216,2.089709763,0.531674208,0.566964286,0,0.147,3.1,18.9,0.552,2,76
131,2014,Otto Porter,8.802507837,6.432601881,1.128526646,0.902821317,0.112852665,1.579937304,319,37,0,0.362637363,0.666666667,0.190476191,-0.006,-6.8,6,0.405,-0.4,14.85604607,7.103262956,1.672168906,1.603071017,0.580422265,0.60806142,0.515566625,0.831932773,0.434017595,0.173,3.9,17.3,0.628,3.9,82
132,2014,Andre Roberson,6.766917293,8.481203008,1.353383459,1.714285714,0.902255639,1.714285714,399,40,16,0.485294118,0.7,0.153846154,0.099,-0.3,9,0.518,0.2,7.909090909,6.106060606,1.196969697,1.424242424,1.196969697,0.772727273,0.464362851,0.423423423,0.244565217,0.085,0,9.6,0.51,1.2,75
133,2014,Dennis Schröder,10.27769111,3.369734789,5.223088924,0.95475819,0,3.425897036,641,49,0,0.382978723,0.674418605,0.238095238,-0.054,-8.3,5.8,0.442,-1,20.48450704,3.592756539,7.228973843,1.072032193,0.231790745,3.737625755,0.45140033,0.854901961,0.340136054,0.071,-0.7,16.1,0.533,0.8,82
134,2014,Tony Snell,10.11860276,3.626320065,1.988627132,0.848090983,0.43866775,1.286758733,1231,77,12,0.383928571,0.756097561,0.320224719,0.063,-3,8,0.489,-0.3,10.52568493,3.821917808,1.479452055,0.84760274,0.215753425,0.84760274,0.454713494,0.810344828,0.405633803,0.071,-0.8,9.7,0.603,0.7,75
135,2014,Hollis Thompson,9.526980482,5.104477612,1.508610792,1.095292767,0.247990815,1.239954076,1742,77,41,0.459677419,0.712328767,0.401197605,0.055,-3,9.5,0.57,-0.4,10.97326203,5.390374332,1.668449198,0.898395722,0.385026738,0.577540107,0.41509434,0.65,0.366197183,0.06,-3,9,0.51,-0.1,72
136,2014,Jeff Withey,10,7.894736842,1.368421053,0.789473684,2.631578947,1.052631579,684,58,4,0.534883721,0.712328767,0,0.128,0.3,15.2,0.59,0.4,12.16666667,10.08333333,0.583333333,1.333333333,2.666666667,1.166666667,0.533980583,0.75,0,0.205,1.6,18.8,0.588,0.4,73
137,2014,Cody Zeller,12.45762712,8.974576271,2.338983051,1.016949153,1.042372881,2.211864407,1416,82,3,0.425742574,0.73,0,0.09,-1.3,13.1,0.498,0.2,13.33565217,8.452173913,2.066086957,1.293913043,1.210434783,1.356521739,0.571106095,0.678571429,0,0.157,2.1,16.7,0.604,1.8,77
138,2015,Kyle Anderson,7.441340782,7.240223464,2.815642458,1.508379888,0.703910615,1.005586592,358,33,8,0.348314607,0.642857143,0.272727273,0.044,-2.7,8.2,0.389,-0.1,10.6471183,7.207280081,3.676440849,2.093023256,1.092012133,1.710819009,0.52739726,0.712328767,0.333333333,0.151,4.1,15.9,0.582,3,74
139,2015,Tarik Black,12.28393524,10.80448319,1.524283935,0.582814446,0.98630137,1.300124533,803,38,27,0.589473684,0.561797753,0,0.129,-0.5,16.3,0.598,0.3,12.08955224,10.94776119,0.873134328,1.410447761,2.014925373,2.350746269,0.590551181,0.46031746,0.090909091,0.136,-1,14.3,0.582,0.1,73
140,2015,Bojan Bogdanović,13.59223301,4.13592233,1.32038835,0.660194175,0.174757282,1.514563107,1854,78,28,0.453125,0.820754717,0.35546875,0.062,-1.8,11.6,0.562,0.1,16.67045455,3.944805195,1.738636364,0.803571429,0.116883117,1.548701299,0.474178404,0.868292683,0.401554404,0.105,-0.7,13.9,0.605,0.8,83
141,2015,Jordan Clarkson,17.14634146,4.658536585,5.024390244,1.243902439,0.292682927,2.341463415,1476,59,38,0.447986577,0.829113924,0.314049587,0.078,-0.3,16.9,0.528,0.6,22.09872611,4.557324841,4.958598726,1.117834395,0.085987261,2.722929936,0.448275862,0.795454546,0.323809524,0.08,-1.3,16.9,0.532,0.2,79
142,2015,Spencer Dinwiddie,11.47252747,3.797802198,8.228571429,1.503296703,0.474725275,2.610989011,455,34,1,0.301775148,0.911764706,0.184615385,0.009,-4.2,10.2,0.394,-0.2,15.72072853,4.043365134,8.180398959,1.061578491,0.359063313,1.998265395,0.386634845,0.813432836,0.325635104,0.118,0.2,15.9,0.527,1.3,82
143,2015,James Ennis,10.6869648,6.028544244,1.64414843,0.856327307,0.582302569,1.335870599,1051,62,3,0.408906883,0.840425532,0.32631579,0.088,-1.5,11.5,0.541,0.1,10.5982906,5.367521368,1.675213675,1.094017094,0.41025641,1.299145299,0.486486487,0.876712329,0.357142857,0.093,-0.7,11.9,0.61,0.3,73
144,2015,Langston Galloway,13.16952642,4.6945779,3.70624571,1.284831846,0.296499657,1.507206589,1457,45,41,0.399217221,0.807692308,0.352272727,0.043,-1.1,12.3,0.489,0.3,15.01738123,3.837775203,2.419466976,1.460023175,0.208574739,0.750869061,0.370588235,0.804878049,0.344036697,0.08,-1.7,12.2,0.503,0.1,72
145,2015,Aaron Gordon,10.9761606,7.633626098,1.490589711,0.948557089,0.993726474,1.716436637,797,47,8,0.447115385,0.721311475,0.270833333,0.06,-2.8,11.4,0.517,-0.2,19.27291776,8.618124673,2.564693557,1.112624411,0.848611839,2.017810372,0.433526012,0.697777778,0.33625731,0.072,0,16.5,0.53,1,80
146,2015,Jerami Grant,10.74509804,5.176470588,2.065359477,1.045751634,1.777777778,2.222222222,1377,65,11,0.352272727,0.590673575,0.314102564,0.019,-3.3,8.7,0.47,-0.5,14.90710383,6.972677596,1.245901639,0.677595628,1.683060109,1.180327869,0.535087719,0.675,0.290909091,0.156,-0.6,16.2,0.607,0.6,77
147,2015,Gary Harris,9.413073713,3.204450626,1.45201669,1.9527121,0.350486787,1.902642559,719,55,6,0.304147465,0.744680851,0.203883495,-0.046,-4.3,4.9,0.395,-0.4,18.28125,2.75,3.03125,1.90625,0.234375,1.859375,0.484581498,0.827160494,0.395939086,0.114,0.9,16.5,0.597,1.7,79
148,2015,Joe Harris,9.931034483,2.993914807,1.898580122,0.511156187,0.146044625,1.971602434,493,51,1,0.4,0.6,0.369047619,0.018,-4.5,5.6,0.537,-0.3,15.42075949,4.739240506,2.333164557,0.637974684,0.364556962,1.658734177,0.491143317,0.826923077,0.418994413,0.097,0.1,13.3,0.634,1.1,78
149,2015,Rodney Hood,14.65037594,3.958646617,2.808270677,1.015037594,0.406015038,1.522556391,1064,50,21,0.414438503,0.7625,0.364705882,0.098,-1.1,12.3,0.529,0.2,21.75276753,3.686346863,2.158671587,0.996309963,0.232472325,2.092250923,0.423913044,0.87628866,0.389312977,0.085,-1.6,15.1,0.551,0.1,75
150,2015,Joe Ingles,8.521219366,3.765690377,3.916317992,1.549312612,0.215182307,2.108786611,1673,79,32,0.415254237,0.75,0.356435644,0.062,-0.8,9.6,0.533,0.5,13.12645462,4.803723817,5.474010861,1.256788208,0.279286268,2.220325834,0.466573816,0.795180723,0.439655172,0.141,3.1,14.4,0.623,3.3,78
151,2015,Tyler Johnson,11.34328358,4.835820896,2.507462687,1.970149254,0.537313433,1.791044776,603,32,2,0.419161677,0.680851064,0.375,0.06,-1.1,12,0.506,0.1,14.78947368,4.350877193,2.894736842,1.052631579,0.596491228,1.421052632,0.434599156,0.821705426,0.367283951,0.097,-0.2,13,0.549,0.9,75
152,2015,Doug McDermott,12.22429907,4.822429907,0.672897196,0.448598131,0.112149533,1.906542056,321,36,0,0.401869159,0.666666667,0.317073171,-0.005,-8,6.1,0.48,-0.5,12.1331058,4.116040956,1.535836177,0.307167236,0.368600683,1.044368601,0.460365854,0.754716981,0.386861314,0.055,-2.5,9.9,0.562,-0.1,74
153,2015,Nikola Mirotić,18.1305925,8.793228537,2.111245466,1.175332527,1.175332527,1.937122128,1654,82,3,0.405448718,0.802816901,0.31629393,0.165,1.2,17.9,0.556,1.3,18.12385321,10.1559633,1.69266055,1.197247706,1.073394495,1.279816514,0.426701571,0.810344828,0.335025381,0.106,-0.2,16.3,0.539,0.4,80
154,2015,Shabazz Napier,9.28458498,4.019762846,4.624505929,1.422924901,0.14229249,2.881422925,1012,51,10,0.381578947,0.785714286,0.36440678,0.024,-2.6,9.3,0.517,-0.2,15.10358306,3.986970684,3.517915309,1.899674267,0.328338762,2.110749186,0.419962335,0.84057971,0.376146789,0.101,0.2,14.2,0.544,0.8,76
155,2015,Nerlens Noel,11.58978797,9.517957594,1.993942016,2.071830376,2.212029424,2.274340113,2311,75,71,0.462480858,0.608695652,0,0.083,0.8,15,0.493,1.6,9.991525424,12.81355932,1.525423729,2.36440678,1.677966102,1.983050847,0.523809524,0.75,0,0.135,1,16.2,0.558,0.4,77
156,2015,Jusuf Nurkić,13.90389846,12.46781505,1.631912965,1.697189483,2.219401632,2.806890299,1103,62,27,0.446475196,0.636363636,0,0.069,-0.6,14.8,0.483,0.4,19.51724138,12.20689655,2.465517241,1.103448276,1.913793103,3.155172414,0.504731861,0.63003663,0,0.108,0.3,19.2,0.528,1.2,85
157,2015,Johnny O'Bryant,9.782608696,6.260869565,1.663043478,0.489130435,0.391304348,2.445652174,368,34,15,0.366666667,0.444444444,0,-0.063,-9,3.8,0.379,-0.7,16.24274406,8.833773087,1.329815303,0.854881267,0.569920844,1.424802111,0.397660819,0.84,0.325581395,0.038,-5.3,11.9,0.47,-0.3,69
